date,nation,player,position,age,current_ability,condition,injured
2026-06-10,Ecuador,Ecuador Player 2,GK,29,164.4,0.897,0
2026-06-10,Ecuador,Ecuador Player 3,GK,29,166.3,0.907,0
2026-06-10,Ecuador,Ecuador Player 4,DEF,23,162.8,0.922,0
2026-06-10,Ecuador,Ecuador Player 5,DEF,25,156.7,0.894,0
2026-06-10,Ecuador,Ecuador Player 6,DEF,21,157.2,0.901,0
2026-06-10,Ecuador,Ecuador Player 7,DEF,26,160.8,0.87,0
2026-06-10,Ecuador,Ecuador Player 8,DEF,29,159.4,0.907,0
2026-06-10,Ecuador,Ecuador Player 9,DEF,32,153.1,0.871,0
2026-06-10,Ecuador,Ecuador Player 10,DEF,28,149.2,0.935,0
2026-06-10,Ecuador,Ecuador Player 11,DEF,26,158.8,0.914,0
2026-06-10,Ecuador,Ecuador Player 12,MID,32,155.7,0.923,0
2026-06-10,Ecuador,Ecuador Player 13,MID,22,141.2,0.917,0
2026-06-10,Ecuador,Ecuador Player 14,MID,28,156.5,0.858,0
2026-06-10,Ecuador,Ecuador Player 15,MID,23,152.3,0.931,0
2026-06-10,Ecuador,Ecuador Player 16,MID,24,151.0,0.922,0
2026-06-10,Ecuador,Ecuador Player 17,MID,24,147.1,0.879,0
2026-06-10,Ecuador,Ecuador Player 18,MID,30,150.0,0.958,0
2026-06-10,Ecuador,Ecuador Player 19,MID,31,156.5,0.891,0
2026-06-10,Ecuador,Ecuador Player 20,ATT,31,143.1,0.849,0
2026-06-10,Ecuador,Ecuador Player 21,ATT,30,142.1,0.95,0
2026-06-10,Ecuador,Ecuador Player 22,ATT,22,146.8,0.92,1
2026-06-10,Ecuador,Ecuador Player 23,ATT,21,152.8,0.884,0
2026-06-10,Ecuador,Ecuador Player 24,ATT,29,139.8,0.967,0
2026-06-10,Ecuador,Ecuador Player 25,ATT,26,145.2,0.925,0
2026-06-10,Ecuador,Ecuador Player 26,ATT,30,135.5,0.942,0
2026-06-10,Egypt,Egypt Player 1,GK,29,148.2,0.903,0
2026-06-10,Egypt,Egypt Player 2,GK,37,132.1,0.888,0
2026-06-10,Egypt,Egypt Player 3,GK,25,139.9,0.867,0
2026-06-10,Egypt,Egypt Player 4,DEF,25,140.6,0.919,1
2026-06-10,Egypt,Egypt Player 5,DEF,26,136.9,0.884,0
2026-06-10,Egypt,Egypt Player 6,DEF,22,130.2,0.998,0
2026-06-10,Egypt,Egypt Player 7,DEF,23,142.4,0.893,0
2026-06-10,Egypt,Egypt Player 8,DEF,19,127.6,0.94,0
2026-06-10,Egypt,Egypt Player 9,DEF,27,132.8,0.897,1
2026-06-10,Egypt,Egypt Player 10,DEF,29,131.5,0.959,0
2026-06-10,Egypt,Egypt Player 11,DEF,32,128.4,0.927,0
2026-06-10,Egypt,Egypt Player 12,MID,29,125.9,0.944,0
2026-06-10,Egypt,Egypt Player 13,MID,26,130.7,0.89,0
2026-06-10,Egypt,Egypt Player 14,MID,24,125.3,0.945,0
2026-06-10,Egypt,Egypt Player 15,MID,24,132.7,0.947,0
2026-06-10,Egypt,Egypt Player 16,MID,35,120.6,0.984,0
2026-06-10,Egypt,Egypt Player 17,MID,30,124.3,0.966,0
2026-06-10,Egypt,Egypt Player 18,MID,29,126.9,0.955,0
2026-06-10,Egypt,Egypt Player 19,MID,28,119.8,0.905,1
2026-06-10,Egypt,Egypt Player 20,ATT,24,120.8,0.871,0
2026-06-10,Egypt,Egypt Player 21,ATT,32,139.9,0.886,0
2026-06-10,Egypt,Egypt Player 22,ATT,28,125.1,0.868,0
2026-06-10,Egypt,Egypt Player 23,ATT,30,122.9,0.973,0
2026-06-10,Egypt,Egypt Player 24,ATT,26,128.9,0.913,0
2026-06-10,Egypt,Egypt Player 25,ATT,26,125.9,0.925,1
2026-06-10,Egypt,Egypt Player 26,ATT,27,121.0,0.925,0
2026-06-10,England,England Player 1,GK,27,166.6,0.934,0
2026-06-10,England,England Player 2,GK,20,173.6,0.988,0
2026-06-10,England,England Player 3,GK,29,161.5,0.947,0
2026-06-10,England,England Player 4,DEF,27,168.6,0.888,1
2026-06-10,England,England Player 5,DEF,25,161.0,0.907,0
2026-06-10,England,England Player 6,DEF,30,161.9,0.937,0
2026-06-10,England,England Player 7,DEF,24,172.3,0.885,0
2026-06-10,England,England Player 8,DEF,34,161.9,0.98,0
2026-06-10,England,England Player 9,DEF,25,160.8,0.898,0
2026-06-10,England,England Player 10,DEF,20,154.0,0.972,0
2026-06-10,England,England Player 11,DEF,28,169.6,0.85,0
2026-06-10,England,England Player 12,MID,33,150.5,0.923,0
2026-06-10,England,England Player 13,MID,17,157.4,0.938,0
2026-06-10,England,England Player 14,MID,18,158.9,0.995,0
2026-06-10,England,England Player 15,MID,29,157.9,0.845,0
2026-06-10,England,England Player 16,MID,27,154.6,0.97,0
2026-06-10,England,England Player 17,MID,31,170.4,0.928,0
2026-06-10,England,England Player 18,MID,24,163.1,0.87,0
2026-06-10,England,England Player 19,MID,26,152.1,0.891,0
2026-06-10,England,England Player 20,ATT,25,139.5,0.966,0
2026-06-10,England,England Player 21,ATT,25,159.7,0.899,0
2026-06-10,England,England Player 22,ATT,23,160.6,0.975,1
2026-06-10,England,England Player 23,ATT,23,154.8,0.877,0
2026-06-10,England,England Player 24,ATT,25,145.8,0.899,0
2026-06-10,England,England Player 25,ATT,20,147.5,0.877,0
2026-06-10,England,England Player 26,ATT,31,138.2,0.86,0
2026-06-10,France,France Player 1,GK,28,161.0,0.883,0
2026-06-10,France,France Player 2,GK,26,173.1,0.924,0
2026-06-10,France,France Player 3,GK,26,177.5,0.916,1
2026-06-10,France,France Player 4,DEF,25,169.0,0.876,0
2026-06-10,France,France Player 5,DEF,25,168.2,0.9,0
2026-06-10,France,France Player 6,DEF,24,158.4,0.859,0
2026-06-10,France,France Player 7,DEF,23,165.9,0.862,0
2026-06-10,France,France Player 8,DEF,26,171.5,0.875,0
2026-06-10,France,France Player 9,DEF,26,165.1,0.9,0
2026-06-10,France,France Player 10,DEF,20,158.4,0.917,0
2026-06-10,France,France Player 11,DEF,27,162.5,0.907,0
2026-06-10,France,France Player 12,MID,23,160.1,0.936,0
2026-06-10,France,France Player 13,MID,27,166.0,0.925,0
2026-06-10,France,France Player 14,MID,25,158.5,0.994,0
2026-06-10,France,France Player 15,MID,30,155.4,0.908,0
2026-06-10,France,France Player 16,MID,27,151.1,0.881,0
2026-06-10,France,France Player 17,MID,32,160.9,0.887,0
2026-06-10,France,France Player 18,MID,26,146.9,0.916,0
2026-06-10,France,France Player 19,MID,26,150.8,0.932,0
2026-06-10,France,France Player 20,ATT,24,166.5,0.902,0
2026-06-10,France,France Player 21,ATT,31,163.1,0.879,0
2026-06-10,France,France Player 22,ATT,26,151.4,0.862,1
2026-06-10,France,France Player 23,ATT,34,149.3,0.896,0
2026-06-10,France,France Player 24,ATT,25,148.1,0.875,0
2026-06-10,France,France Player 25,ATT,27,158.0,0.9,0
2026-06-10,France,France Player 26,ATT,27,147.3,0.935,0
2026-06-10,Germany,Germany Player 1,GK,26,158.3,0.946,0
2026-06-10,Germany,Germany Player 2,GK,29,163.2,0.961,0
2026-06-10,Germany,Germany Player 3,GK,25,150.9,0.923,0
2026-06-10,Germany,Germany Player 4,DEF,22,151.4,0.92,0
2026-06-10,Germany,Germany Player 5,DEF,30,156.8,0.951,1
2026-06-10,Germany,Germany Player 6,DEF,28,148.5,0.891,0
2026-06-10,Germany,Germany Player 7,DEF,24,151.5,0.931,0
2026-06-10,Germany,Germany Player 8,DEF,32,161.3,0.877,0
2026-06-10,Germany,Germany Player 9,DEF,21,155.0,0.868,0
2026-06-10,Germany,Germany Player 10,DEF,30,155.7,0.933,0
2026-06-10,Germany,Germany Player 11,DEF,22,155.5,0.945,0
2026-06-10,Germany,Germany Player 12,MID,29,143.1,0.82,0
2026-06-10,Germany,Germany Player 13,MID,32,145.4,0.886,0
2026-06-10,Germany,Germany Player 14,MID,30,153.6,0.87,0
2026-06-10,Germany,Germany Player 15,MID,24,151.9,0.948,0
2026-06-10,Germany,Germany Player 16,MID,23,149.4,0.909,0
2026-06-10,Germany,Germany Player 17,MID,25,150.5,0.904,0
2026-06-10,Germany,Germany Player 18,MID,24,149.6,0.897,0
2026-06-10,Germany,Germany Player 19,MID,27,142.9,0.885,1
2026-06-10,Germany,Germany Player 20,ATT,25,150.5,0.884,0
2026-06-10,Germany,Germany Player 21,ATT,31,147.6,0.948,0
2026-06-10,Germany,Germany Player 22,ATT,28,145.7,0.854,0
2026-06-10,Germany,Germany Player 23,ATT,22,131.0,0.918,0
2026-06-10,Germany,Germany Player 24,ATT,24,144.5,0.942,0
2026-06-10,Germany,Germany Player 25,ATT,25,144.7,0.99,0
2026-06-10,Germany,Germany Player 26,ATT,29,133.0,0.954,0
2026-06-10,Ghana,Ghana Player 1,GK,26,120.6,0.912,0
2026-06-10,Ghana,Ghana Player 2,GK,21,116.1,0.946,0
2026-06-10,Ghana,Ghana Player 3,GK,26,116.5,0.958,0
2026-06-10,Ghana,Ghana Player 4,DEF,22,110.7,0.903,1
2026-06-10,Ghana,Ghana Player 5,DEF,30,116.0,0.973,0
2026-06-10,Ghana,Ghana Player 6,DEF,23,117.0,0.961,0
2026-06-10,Ghana,Ghana Player 7,DEF,28,112.4,0.898,1
2026-06-10,Ghana,Ghana Player 8,DEF,30,108.1,0.915,0
2026-06-10,Ghana,Ghana Player 9,DEF,26,114.6,0.952,0
2026-06-10,Ghana,Ghana Player 10,DEF,26,111.5,0.982,0
2026-06-10,Ghana,Ghana Player 11,DEF,22,118.7,0.971,0
2026-06-10,Ghana,Ghana Player 12,MID,30,113.5,0.917,0
2026-06-10,Ghana,Ghana Player 13,MID,33,115.0,0.945,0
2026-06-10,Ghana,Ghana Player 14,MID,25,107.9,0.916,0
2026-06-10,Ghana,Ghana Player 15,MID,29,115.9,0.918,0
2026-06-10,Ghana,Ghana Player 16,MID,24,117.8,0.898,0
2026-06-10,Ghana,Ghana Player 17,MID,26,100.1,0.862,0
2026-06-10,Ghana,Ghana Player 18,MID,28,113.9,0.972,0
2026-06-10,Ghana,Ghana Player 19,MID,24,110.8,0.914,0
2026-06-10,Ghana,Ghana Player 20,ATT,34,103.7,0.868,0
2026-06-10,Ghana,Ghana Player 21,ATT,26,103.2,0.857,0
2026-06-10,Ghana,Ghana Player 22,ATT,30,105.1,0.967,0
2026-06-10,Ghana,Ghana Player 23,ATT,31,107.5,0.994,0
2026-06-10,Ghana,Ghana Player 24,ATT,22,107.4,0.938,0
2026-06-10,Ghana,Ghana Player 25,ATT,27,106.8,0.969,0
2026-06-10,Ghana,Ghana Player 26,ATT,27,103.4,0.922,0
2026-06-10,Haiti,Haiti Player 1,GK,26,136.7,0.903,0
2026-06-10,Haiti,Haiti Player 2,GK,27,123.9,0.84,0
2026-06-10,Haiti,Haiti Player 3,GK,33,121.6,0.806,0
2026-06-10,Haiti,Haiti Player 4,DEF,23,114.2,0.902,0
2026-06-10,Haiti,Haiti Player 5,DEF,30,125.2,0.947,0
2026-06-10,Haiti,Haiti Player 6,DEF,26,119.7,0.932,0
2026-06-10,Haiti,Haiti Player 7,DEF,26,128.2,0.988,0
2026-06-10,Haiti,Haiti Player 8,DEF,27,111.0,0.926,0
2026-06-10,Haiti,Haiti Player 9,DEF,23,119.1,0.909,0
2026-06-10,Haiti,Haiti Player 10,DEF,25,112.0,0.9,0
2026-06-10,Haiti,Haiti Player 11,DEF,30,109.9,0.9,0
2026-06-10,Haiti,Haiti Player 12,MID,23,120.2,0.921,0
2026-06-10,Haiti,Haiti Player 13,MID,20,117.3,0.899,0
2026-06-10,Haiti,Haiti Player 14,MID,21,119.5,0.946,1
2026-06-10,Haiti,Haiti Player 15,MID,25,111.4,0.956,0
2026-06-10,Haiti,Haiti Player 16,MID,23,112.9,0.874,0
2026-06-10,Haiti,Haiti Player 17,MID,30,100.9,0.834,0
2026-06-10,Haiti,Haiti Player 18,MID,28,117.3,0.976,1
2026-06-10,Haiti,Haiti Player 19,MID,23,114.9,0.874,0
2026-06-10,Haiti,Haiti Player 20,ATT,21,106.2,0.895,0
2026-06-10,Haiti,Haiti Player 21,ATT,33,111.4,0.934,0
2026-06-10,Haiti,Haiti Player 22,ATT,32,104.3,0.95,0
2026-06-10,Haiti,Haiti Player 23,ATT,26,112.2,0.866,0
2026-06-10,Haiti,Haiti Player 24,ATT,27,111.4,0.911,0
2026-06-10,Haiti,Haiti Player 25,ATT,33,94.4,0.925,0
2026-06-10,Haiti,Haiti Player 26,ATT,28,115.2,0.806,0
2026-06-10,Iran,Iran Player 1,GK,34,158.1,0.869,0
2026-06-10,Iran,Iran Player 2,GK,26,148.7,0.922,1
2026-06-10,Iran,Iran Player 3,GK,25,151.3,0.898,0
2026-06-10,Iran,Iran Player 4,DEF,28,142.6,0.909,0
2026-06-10,Iran,Iran Player 5,DEF,21,141.0,0.866,0
2026-06-10,Iran,Iran Player 6,DEF,36,136.8,0.969,0
2026-06-10,Iran,Iran Player 7,DEF,19,135.4,0.919,0
2026-06-10,Iran,Iran Player 8,DEF,27,150.8,0.948,0
2026-06-10,Iran,Iran Player 9,DEF,28,143.9,0.869,0
2026-06-10,Iran,Iran Player 10,DEF,28,140.6,0.933,0
2026-06-10,Iran,Iran Player 11,DEF,18,149.1,0.844,0
2026-06-10,Iran,Iran Player 12,MID,27,138.5,0.928,0
2026-06-10,Iran,Iran Player 13,MID,24,138.0,0.927,0
2026-06-10,Iran,Iran Player 14,MID,28,132.6,0.896,1
2026-06-10,Iran,Iran Player 15,MID,28,135.1,0.935,0
2026-06-10,Iran,Iran Player 16,MID,25,143.9,0.867,0
2026-06-10,Iran,Iran Player 17,MID,26,148.0,0.899,1
2026-06-10,Iran,Iran Player 18,MID,30,137.0,0.922,0
2026-06-10,Iran,Iran Player 19,MID,28,133.1,0.923,0
2026-06-10,Iran,Iran Player 20,ATT,31,132.8,0.909,0
2026-06-10,Iran,Iran Player 21,ATT,26,125.5,0.974,0
2026-06-10,Iran,Iran Player 22,ATT,24,130.1,0.977,1
2026-06-10,Iran,Iran Player 23,ATT,26,141.6,0.934,0
2026-06-10,Iran,Iran Player 24,ATT,25,127.3,0.952,0
2026-06-10,Iran,Iran Player 25,ATT,28,128.4,0.919,0
2026-06-10,Iran,Iran Player 26,ATT,22,135.8,0.895,0
2026-06-10,Iraq,Iraq Player 1,GK,31,135.4,0.895,0
2026-06-10,Iraq,Iraq Player 2,GK,29,126.6,0.864,0
2026-06-10,Iraq,Iraq Player 3,GK,29,120.6,0.871,0
2026-06-10,Iraq,Iraq Player 4,DEF,29,122.2,0.894,0
2026-06-10,Iraq,Iraq Player 5,DEF,27,125.6,0.923,0
2026-06-10,Iraq,Iraq Player 6,DEF,23,121.5,0.963,0
2026-06-10,Iraq,Iraq Player 7,DEF,30,125.7,0.891,0
2026-06-10,Iraq,Iraq Player 8,DEF,30,133.5,0.918,0
2026-06-10,Iraq,Iraq Player 9,DEF,21,124.4,0.977,0
2026-06-10,Iraq,Iraq Player 10,DEF,28,129.8,0.951,0
2026-06-10,Iraq,Iraq Player 11,DEF,24,110.6,0.872,0
2026-06-10,Iraq,Iraq Player 12,MID,29,124.0,0.964,0
2026-06-10,Iraq,Iraq Player 13,MID,20,125.6,0.99,0
2026-06-10,Iraq,Iraq Player 14,MID,24,126.5,0.975,0
2026-06-10,Iraq,Iraq Player 15,MID,25,126.4,0.929,0
2026-06-10,Iraq,Iraq Player 16,MID,25,114.3,0.861,0
2026-06-10,Iraq,Iraq Player 17,MID,22,118.1,0.881,0
2026-06-10,Iraq,Iraq Player 18,MID,25,116.4,0.857,0
2026-06-10,Iraq,Iraq Player 19,MID,25,112.3,0.935,0
2026-06-10,Iraq,Iraq Player 20,ATT,32,117.4,0.927,0
2026-06-10,Iraq,Iraq Player 21,ATT,24,122.4,0.9,0
2026-06-10,Iraq,Iraq Player 22,ATT,22,113.9,0.911,0
2026-06-10,Iraq,Iraq Player 23,ATT,25,112.9,0.926,0
2026-06-10,Iraq,Iraq Player 24,ATT,30,128.2,0.949,0
2026-06-10,Iraq,Iraq Player 25,ATT,23,109.3,0.852,0
2026-06-10,Iraq,Iraq Player 26,ATT,21,115.8,0.89,0
2026-06-10,Ivory Coast,Ivory Coast Player 1,GK,24,141.8,0.939,0
2026-06-10,Ivory Coast,Ivory Coast Player 2,GK,25,138.3,0.991,0
2026-06-10,Ivory Coast,Ivory Coast Player 3,GK,29,136.5,0.86,0
2026-06-10,Ivory Coast,Ivory Coast Player 4,DEF,28,143.0,0.884,0
2026-06-10,Ivory Coast,Ivory Coast Player 5,DEF,19,139.9,0.953,0
2026-06-10,Ivory Coast,Ivory Coast Player 6,DEF,25,134.4,0.984,0
2026-06-10,Ivory Coast,Ivory Coast Player 7,DEF,30,134.0,0.902,0
2026-06-10,Ivory Coast,Ivory Coast Player 8,DEF,21,137.2,0.868,0
2026-06-10,Ivory Coast,Ivory Coast Player 9,DEF,28,128.0,0.929,0
2026-06-10,Ivory Coast,Ivory Coast Player 10,DEF,23,130.1,0.889,0
2026-06-10,Ivory Coast,Ivory Coast Player 11,DEF,34,131.7,0.92,0
2026-06-10,Ivory Coast,Ivory Coast Player 12,MID,25,133.6,0.844,0
2026-06-10,Ivory Coast,Ivory Coast Player 13,MID,21,118.6,0.958,0
2026-06-10,Ivory Coast,Ivory Coast Player 14,MID,32,138.2,0.917,0
2026-06-10,Ivory Coast,Ivory Coast Player 15,MID,24,113.8,0.898,0
2026-06-10,Ivory Coast,Ivory Coast Player 16,MID,24,121.8,0.916,0
2026-06-10,Ivory Coast,Ivory Coast Player 17,MID,27,120.9,0.994,0
2026-06-10,Ivory Coast,Ivory Coast Player 18,MID,26,121.3,0.88,0
2026-06-10,Ivory Coast,Ivory Coast Player 19,MID,25,125.5,0.936,0
2026-06-10,Ivory Coast,Ivory Coast Player 20,ATT,27,113.2,0.881,0
2026-06-10,Ivory Coast,Ivory Coast Player 21,ATT,25,121.0,0.989,0
2026-06-10,Ivory Coast,Ivory Coast Player 22,ATT,27,125.2,0.974,0
2026-06-10,Ivory Coast,Ivory Coast Player 23,ATT,29,132.6,0.852,0
2026-06-10,Ivory Coast,Ivory Coast Player 24,ATT,25,120.7,0.893,0
2026-06-10,Ivory Coast,Ivory Coast Player 25,ATT,24,116.4,0.937,0
2026-06-10,Ivory Coast,Ivory Coast Player 26,ATT,23,111.6,0.913,0
2026-06-10,Japan,Japan Player 1,GK,27,154.6,0.914,0
2026-06-10,Japan,Japan Player 2,GK,27,163.1,0.853,0
2026-06-10,Japan,Japan Player 3,GK,19,151.6,0.875,0
2026-06-10,Japan,Japan Player 4,DEF,25,163.0,0.878,0
2026-06-10,Japan,Japan Player 5,DEF,24,151.3,0.892,0
2026-06-10,Japan,Japan Player 6,DEF,27,153.0,0.957,0
2026-06-10,Japan,Japan Player 7,DEF,21,162.4,0.938,0
2026-06-10,Japan,Japan Player 8,DEF,26,156.1,0.94,0
2026-06-10,Japan,Japan Player 9,DEF,24,147.8,0.908,0
2026-06-10,Japan,Japan Player 10,DEF,32,144.0,0.939,0
2026-06-10,Japan,Japan Player 11,DEF,26,153.2,0.993,0
2026-06-10,Japan,Japan Player 12,MID,25,145.4,0.939,1
2026-06-10,Japan,Japan Player 13,MID,30,156.9,0.929,0
2026-06-10,Japan,Japan Player 14,MID,32,155.5,0.884,0
2026-06-10,Japan,Japan Player 15,MID,22,136.4,0.935,0
2026-06-10,Japan,Japan Player 16,MID,29,141.2,0.958,0
2026-06-10,Japan,Japan Player 17,MID,27,148.0,0.868,0
2026-06-10,Japan,Japan Player 18,MID,24,147.0,0.866,0
2026-06-10,Japan,Japan Player 19,MID,28,144.2,0.929,0
2026-06-10,Japan,Japan Player 20,ATT,27,135.1,0.96,0
2026-06-10,Japan,Japan Player 21,ATT,28,137.4,0.858,0
2026-06-10,Japan,Japan Player 22,ATT,21,139.1,0.913,0
2026-06-10,Japan,Japan Player 23,ATT,27,140.2,0.861,0
2026-06-10,Japan,Japan Player 24,ATT,26,142.7,0.927,0
2026-06-10,Japan,Japan Player 25,ATT,29,131.0,0.921,0
2026-06-10,Japan,Japan Player 26,ATT,25,146.9,0.896,1
2026-06-10,Jordan,Jordan Player 1,GK,25,132.9,0.83,0
2026-06-10,Jordan,Jordan Player 2,GK,30,130.6,0.943,0
2026-06-10,Jordan,Jordan Player 3,GK,24,141.8,0.948,0
2026-06-10,Jordan,Jordan Player 4,DEF,35,133.0,0.919,0
2026-06-10,Jordan,Jordan Player 5,DEF,32,137.9,0.884,0
2026-06-10,Jordan,Jordan Player 6,DEF,28,134.5,0.939,0
2026-06-10,Jordan,Jordan Player 7,DEF,26,134.4,0.946,1
2026-06-10,Jordan,Jordan Player 8,DEF,22,131.3,0.904,0
2026-06-10,Jordan,Jordan Player 9,DEF,29,131.6,0.976,0
2026-06-10,Jordan,Jordan Player 10,DEF,27,119.6,0.976,0
2026-06-10,Jordan,Jordan Player 11,DEF,30,126.0,0.918,1
2026-06-10,Jordan,Jordan Player 12,MID,24,122.0,1.0,0
2026-06-10,Jordan,Jordan Player 13,MID,24,117.3,0.873,0
2026-06-10,Jordan,Jordan Player 14,MID,23,118.5,0.911,1
2026-06-10,Jordan,Jordan Player 15,MID,31,119.3,0.892,1
2026-06-10,Jordan,Jordan Player 16,MID,25,128.4,0.901,0
2026-06-10,Jordan,Jordan Player 17,MID,24,113.2,0.898,0
2026-06-10,Jordan,Jordan Player 18,MID,27,121.1,0.868,0
2026-06-10,Jordan,Jordan Player 19,MID,25,122.4,1.0,0
2026-06-10,Jordan,Jordan Player 20,ATT,30,113.2,0.878,0
2026-06-10,Jordan,Jordan Player 21,ATT,24,125.6,0.918,0
2026-06-10,Jordan,Jordan Player 22,ATT,25,124.9,0.897,0
2026-06-10,Jordan,Jordan Player 23,ATT,32,116.3,0.865,0
2026-06-10,Jordan,Jordan Player 24,ATT,23,113.5,0.906,0
2026-06-10,Jordan,Jordan Player 25,ATT,29,120.0,0.908,0
2026-06-10,Jordan,Jordan Player 26,ATT,29,125.3,0.869,0
2026-06-10,Mexico,Mexico Player 1,GK,24,156.6,0.935,0
2026-06-10,Mexico,Mexico Player 2,GK,31,152.5,0.981,0
2026-06-10,Mexico,Mexico Player 3,GK,22,143.2,0.948,0
2026-06-10,Mexico,Mexico Player 4,DEF,24,159.2,0.989,0
2026-06-10,Mexico,Mexico Player 5,DEF,31,156.2,0.919,0
2026-06-10,Mexico,Mexico Player 6,DEF,22,152.5,0.925,0
2026-06-10,Mexico,Mexico Player 7,DEF,23,143.4,0.934,0
2026-06-10,Mexico,Mexico Player 8,DEF,29,154.2,0.898,0
2026-06-10,Mexico,Mexico Player 9,DEF,23,153.1,0.904,0
2026-06-10,Mexico,Mexico Player 10,DEF,24,152.2,0.963,1
2026-06-10,Mexico,Mexico Player 11,DEF,16,152.5,0.835,0
2026-06-10,Mexico,Mexico Player 12,MID,27,148.2,0.96,1
2026-06-10,Mexico,Mexico Player 13,MID,26,144.2,0.925,0
2026-06-10,Mexico,Mexico Player 14,MID,27,125.7,0.916,0
2026-06-10,Mexico,Mexico Player 15,MID,36,149.7,0.957,0
2026-06-10,Mexico,Mexico Player 16,MID,29,138.7,0.951,0
2026-06-10,Mexico,Mexico Player 17,MID,27,148.0,0.962,0
2026-06-10,Mexico,Mexico Player 18,MID,30,135.8,0.953,0
2026-06-10,Mexico,Mexico Player 19,MID,22,148.7,0.93,1
2026-06-10,Mexico,Mexico Player 20,ATT,29,134.6,0.932,0
2026-06-10,Mexico,Mexico Player 21,ATT,31,145.4,0.883,0
2026-06-10,Mexico,Mexico Player 22,ATT,26,139.7,0.965,0
2026-06-10,Mexico,Mexico Player 23,ATT,28,141.3,0.881,0
2026-06-10,Mexico,Mexico Player 24,ATT,24,138.0,0.816,0
2026-06-10,Mexico,Mexico Player 25,ATT,26,135.1,0.979,0
2026-06-10,Mexico,Mexico Player 26,ATT,30,142.5,0.84,0
2026-06-10,Morocco,Morocco Player 1,GK,22,162.0,0.967,0
2026-06-10,Morocco,Morocco Player 2,GK,23,161.8,1.0,0
2026-06-10,Morocco,Morocco Player 3,GK,21,149.4,0.877,0
2026-06-10,Morocco,Morocco Player 4,DEF,23,168.9,0.939,0
2026-06-10,Morocco,Morocco Player 5,DEF,29,148.1,0.863,0
2026-06-10,Morocco,Morocco Player 6,DEF,31,156.3,0.921,0
2026-06-10,Morocco,Morocco Player 7,DEF,27,144.6,0.923,0
2026-06-10,Morocco,Morocco Player 8,DEF,20,135.5,0.91,0
2026-06-10,Morocco,Morocco Player 9,DEF,18,140.6,0.928,0
2026-06-10,Morocco,Morocco Player 10,DEF,27,160.9,0.942,0
2026-06-10,Morocco,Morocco Player 11,DEF,27,156.3,0.985,0
2026-06-10,Morocco,Morocco Player 12,MID,26,141.4,0.923,0
2026-06-10,Morocco,Morocco Player 13,MID,32,148.8,0.936,0
2026-06-10,Morocco,Morocco Player 14,MID,27,151.4,0.958,0
2026-06-10,Morocco,Morocco Player 15,MID,23,161.8,0.896,0
2026-06-10,Morocco,Morocco Player 16,MID,26,146.6,0.932,0
2026-06-10,Morocco,Morocco Player 17,MID,28,155.5,0.906,0
2026-06-10,Morocco,Morocco Player 18,MID,32,137.8,0.87,0
2026-06-10,Morocco,Morocco Player 19,MID,26,148.8,0.852,0
2026-06-10,Morocco,Morocco Player 20,ATT,22,132.5,0.866,0
2026-06-10,Morocco,Morocco Player 21,ATT,27,142.6,0.946,0
2026-06-10,Morocco,Morocco Player 22,ATT,28,152.7,0.948,0
2026-06-10,Morocco,Morocco Player 23,ATT,29,146.1,0.941,0
2026-06-10,Morocco,Morocco Player 24,ATT,23,139.5,0.948,0
2026-06-10,Morocco,Morocco Player 25,ATT,20,140.5,0.973,0
2026-06-10,Morocco,Morocco Player 26,ATT,36,133.2,0.869,0
2026-06-10,Netherlands,Netherlands Player 1,GK,27,161.6,0.938,0
2026-06-10,Netherlands,Netherlands Player 2,GK,35,155.8,0.907,0
2026-06-10,Netherlands,Netherlands Player 3,GK,29,151.5,0.925,0
2026-06-10,Netherlands,Netherlands Player 4,DEF,31,157.4,0.9,0
2026-06-10,Netherlands,Netherlands Player 5,DEF,30,154.8,0.922,0
2026-06-10,Netherlands,Netherlands Player 6,DEF,31,163.3,0.861,0
2026-06-10,Netherlands,Netherlands Player 7,DEF,28,158.9,0.931,0
2026-06-10,Netherlands,Netherlands Player 8,DEF,32,154.1,0.927,0
2026-06-10,Netherlands,Netherlands Player 9,DEF,30,147.5,0.866,0
2026-06-10,Netherlands,Netherlands Player 10,DEF,26,149.2,0.892,0
2026-06-10,Netherlands,Netherlands Player 11,DEF,26,142.7,0.871,0
2026-06-10,Netherlands,Netherlands Player 12,MID,28,151.5,0.948,0
2026-06-10,Netherlands,Netherlands Player 13,MID,26,147.8,0.906,0
2026-06-10,Netherlands,Netherlands Player 14,MID,27,156.9,0.949,1
2026-06-10,Netherlands,Netherlands Player 15,MID,28,150.2,0.923,0
2026-06-10,Netherlands,Netherlands Player 16,MID,22,142.2,0.957,0
2026-06-10,Netherlands,Netherlands Player 17,MID,29,140.2,0.908,0
2026-06-10,Netherlands,Netherlands Player 18,MID,29,158.4,0.869,0
2026-06-10,Netherlands,Netherlands Player 19,MID,23,149.9,0.987,0
2026-06-10,Netherlands,Netherlands Player 20,ATT,30,144.2,0.89,0
2026-06-10,Netherlands,Netherlands Player 21,ATT,31,146.7,0.917,0
2026-06-10,Netherlands,Netherlands Player 22,ATT,24,147.3,1.0,0
2026-06-10,Netherlands,Netherlands Player 23,ATT,23,144.9,0.942,0
2026-06-10,Netherlands,Netherlands Player 24,ATT,22,143.6,0.886,0
